year,date,speaker,text
1951.0,1/8/51,Harry S. Truman,"I had the honor to be a Member of the Senate during World War II, and I know from experience that unity of purpose and of effort is possible in the Congress without any lessening of the vitality of our two party system."
1951.0,1/8/51,Harry S. Truman,Let us all stand together as Americans.
1951.0,1/8/51,Harry S. Truman,Let us stand together with all men every where who believe in human liberty.
1951.0,1/8/51,Harry S. Truman,Peace is precious to us.
1951.0,1/8/51,Harry S. Truman,It is the way of life we strive for with all the strength and wisdom we possess.
1951.0,1/8/51,Harry S. Truman,But more precious than peace are freedom and justice.
1951.0,1/8/51,Harry S. Truman,"We will fight, if fight we must, to keep our freedom and to prevent justice from being destroyed."
1951.0,1/8/51,Harry S. Truman,"These are the things that give meaning to our lives, and which we acknowledge to be greater than ourselves."
1951.0,1/8/51,Harry S. Truman,"This is our cause-peace, freedom, justice."
1951.0,1/8/51,Harry S. Truman,"We will pursue this cause with determination and humility, asking divine guidance that in all we do we may follow the will of God."
1952.0,1/9/52,Harry S. Truman,I have the honor to report to the Congress on the state of the Union.
1952.0,1/9/52,Harry S. Truman,"At the outset, I should like to speak of the necessity for putting first things first as we work together this year for the good of our country."
1952.0,1/9/52,Harry S. Truman,The United States and the whole free world are passing through a period of grave danger.
1952.0,1/9/52,Harry S. Truman,"Every action you take here in Congress, and every action that I take as President, must be measured against the test of whether it helps to meet that danger."
1952.0,1/9/52,Harry S. Truman,This will be a presidential election year--the year in which politics plays a large part in our lives--a larger part than usual.
1952.0,1/9/52,Harry S. Truman,That is perfectly proper.
1952.0,1/9/52,Harry S. Truman,But we have a greater responsibility to conduct our political fights in a manner that does not harm the national interest.
1952.0,1/9/52,Harry S. Truman,We can find plenty of things to differ about without destroying our free institutions and without abandoning our bipartisan foreign policy for peace.
1952.0,1/9/52,Harry S. Truman,"When everything is said and done, all of us--Republicans and Democrats alike--all of us are Americans; and we are all going to sink or swim together."
1952.0,1/9/52,Harry S. Truman,We are moving through a perilous time.
1952.0,1/9/52,Harry S. Truman,"Faced with a terrible threat of aggression, our Nation has embarked upon a great effort to help establish the kind of world in which peace shall be secure."
1952.0,1/9/52,Harry S. Truman,"Peace is our goal--not peace at any price, but a peace based on freedom and justice."
1952.0,1/9/52,Harry S. Truman,We are now in the midst of our effort to reach that goal.
1952.0,1/9/52,Harry S. Truman,"On the whole, we have been doing very well."
1952.0,1/9/52,Harry S. Truman,"Last year, 1951, was a year in which we threw back aggression, added greatly to our military strength, and improved the chances for peace and freedom in many parts of the world."
1952.0,1/9/52,Harry S. Truman,"This year, 1952, is a critical year in the defense effort of the whole free world."
1952.0,1/9/52,Harry S. Truman,If we falter we can lose all the gains we have made.
1952.0,1/9/52,Harry S. Truman,"If we drive ahead, with courage and vigor and determination, we can by the end of 1952 be in a position of much greater security."
1952.0,1/9/52,Harry S. Truman,in our effort to build strong defenses.
1952.0,1/9/52,Harry S. Truman,"When we look at the record of the past year, 1951, we find important things on both the credit and the debit side of the ledger."
1952.0,1/9/52,Harry S. Truman,We have made great advances.
1952.0,1/9/52,Harry S. Truman,At the same time we have run into new problems which must be overcome.
1952.0,1/9/52,Harry S. Truman,Now let us look at the credit side first.
1952.0,1/9/52,Harry S. Truman,"Peace depends upon the free nations sticking together, and making a combined effort to check aggression and prevent war."
1952.0,1/9/52,Harry S. Truman,"In this respect, 1951 was a year of great achievement."
1952.0,1/9/52,Harry S. Truman,In Korea the forces of the United Nations turned back the Chinese Communist invasion--and did it without widening the area of conflict.
1952.0,1/9/52,Harry S. Truman,The action of the United Nations in Korea has been a powerful deterrent to a third world war.
1952.0,1/9/52,Harry S. Truman,"However, the situation in Korea remains very hazardous."
1952.0,1/9/52,Harry S. Truman,The outcome of the armistice negotiation still remains uncertain.
1952.0,1/9/52,Harry S. Truman,"In Indo-china and Malaya, our aid has helped our allies to hold back the Communist advance, although there are signs of further trouble in that area."
1952.0,1/9/52,Harry S. Truman,"In 1951 we strengthened the chances of peace in the Pacific region by the treaties with Japan and the defense arrangements with Australia, New Zealand, and the Philippines."
1952.0,1/9/52,Harry S. Truman,In Europe combined defense has become a reality.
1952.0,1/9/52,Harry S. Truman,The free nations have created a real fighting force.
1952.0,1/9/52,Harry S. Truman,This force is not yet as strong as it needs to be;
1952.0,1/9/52,Harry S. Truman,but it is already a real obstacle to any attempt by hostile forces to sweep across Europe to the Atlantic.
1952.0,1/9/52,Harry S. Truman,In 1951 we also moved to strengthen the security of Europe by the agreement to bring Greece and Turkey into the North Atlantic Treaty.
1952.0,1/9/52,Harry S. Truman,"The United Nations, the world's greatest hope for peace, has come through a year of trial stronger and more useful than ever."
1952.0,1/9/52,Harry S. Truman,The free nations have stood together in blocking Communist attempts to tear up the charter.
1952.0,1/9/52,Harry S. Truman,"At the present session of the United Nations in Paris, we, together with the British and the French, offered a plan to reduce and control all armaments under a foolproof inspection system."
1952.0,1/9/52,Harry S. Truman,"This is a concrete, practical proposal for disarmament."
1952.0,1/9/52,Harry S. Truman,But what happened?
1952.0,1/9/52,Harry S. Truman,Vishinsky laughed at it.
1952.0,1/9/52,Harry S. Truman,nan
1952.0,1/9/52,Harry S. Truman,The world will be a long time forgetting the spectacle of that fellow laughing at disarmament.
1952.0,1/9/52,Harry S. Truman,Disarmament is not a joke.
1952.0,1/9/52,Harry S. Truman,Vishinsky's laughter met with shock and anger from the people all over the world.
1952.0,1/9/52,Harry S. Truman,"And, as a result, Mr. Stalin's representative received orders to stop laughing and start talking."
1952.0,1/9/52,Harry S. Truman,"If the Soviet leaders were to accept this proposal, it would lighten the burden of armaments, and permit the resources of the earth to be devoted to the good of mankind."
1952.0,1/9/52,Harry S. Truman,"But until the Soviet Union accepts a sound disarmament proposal, and joins in peaceful settlements, we have no choice except to build up our defenses."
1952.0,1/9/52,Harry S. Truman,During this past year we added more than a million men and women to our Armed Forces.
1952.0,1/9/52,Harry S. Truman,The total is now nearly 3 1/2 million.
1952.0,1/9/52,Harry S. Truman,We have made rapid progress in the field of atomic weapons.
1952.0,1/9/52,Harry S. Truman,"We have turned out $16 billion worth of military supplies and equipment, three times as much as the year before."
1952.0,1/9/52,Harry S. Truman,Economic conditions in the country are good.
1952.0,1/9/52,Harry S. Truman,There are 61 million people on the job;
1952.0,1/9/52,Harry S. Truman,"wages, farm incomes, and business profits are at high levels."
1952.0,1/9/52,Harry S. Truman,Total production of goods and services in our country has increased 8 percent over last year--about twice the normal rate of growth.
1952.0,1/9/52,Harry S. Truman,Perhaps the most amazing thing about our economic progress is the way we are increasing our basic capacity to produce.
1952.0,1/9/52,Harry S. Truman,"For example, we are now in the second year of a 3-year program which will double our output of aluminum, increase our electric power supply by 40 percent, and increase our steel-making capacity by 15 percent."
1952.0,1/9/52,Harry S. Truman,"We can then produce 120 million tons of steel a year, as much as all the rest of the world put together."
